user_id,signup_date,country,device_type,acquisition_channel,age_group,email
61,2024-01-01,US,desktop,referral,55+,rachelsanchez@example.com
62,2024-01-01,IN,mobile,social_media,45-54,jonathan21@example.org
63,2024-03-14,IN,desktop,email,18-24,thompsonjared@example.org
64,2024-02-07,US,mobile,email,45-54,calvinbell@example.org
65,2024-01-01,UK,tablet,organic_search,25-34,millergabrielle@example.com
66,2024-02-27,AU,tablet,social_media,45-54,hickskristin@example.com
67,2024-05-13,FR,mobile,paid_search,55+,fpowell@example.net
68,2024-02-18,AE,mobile,paid_search,35-44,suarezcassandra@example.org
69,2024-01-01,FR,desktop,email,45-54,thomasbradley@example.com
70,2024-05-20,US,mobile,email,25-34,ndyer@example.org
71,2024-01-01,IN,mobile,organic_search,25-34,erichards@example.org
72,2024-01-01,IN,desktop,organic_search,45-54,arthurhamilton@example.net
73,2024-01-29,IN,mobile,organic_search,45-54,owensashley@example.com
74,2024-01-20,AE,mobile,email,55+,fcoleman@example.org
75,2024-01-15,IN,tablet,paid_search,45-54,smithisaac@example.org
76,2024-02-04,UK,mobile,email,25-34,tracy13@example.com
77,2024-03-10,US,mobile,organic_search,35-44,wilsonmichael@example.com
78,2024-06-11,AU,mobile,organic_search,45-54,thomaspatel@example.org
79,2024-01-01,BR,mobile,direct,55+,vtaylor@example.com
80,2024-04-18,AU,desktop,paid_search,45-54,dwayne47@example.org
81,2024-01-01,US,desktop,organic_search,35-44,martinezadriana@example.net
82,2024-01-01,DE,desktop,email,45-54,ychavez@example.org
83,2024-01-01,FR,mobile,email,18-24,woodbrooke@example.org
84,2024-01-01,US,desktop,referral,18-24,patrick73@example.org
85,2024-01-01,BR,desktop,organic_search,25-34,smithshannon@example.org
86,2024-01-01,US,mobile,social_media,25-34,triciasellers@example.net
87,2024-02-28,AU,mobile,organic_search,55+,simmonssherry@example.net
88,2024-01-01,DE,desktop,paid_search,55+,ggomez@example.org
89,2024-01-01,BR,mobile,direct,45-54,jamesfisher@example.org
90,2024-01-24,BR,desktop,social_media,25-34,rittertracey@example.org
91,2024-01-01,AU,desktop,email,18-24,rogersrhonda@example.com
92,2024-04-19,DE,desktop,paid_search,35-44,michelle95@example.net
93,2024-01-01,UK,desktop,direct,45-54,diane32@example.com
94,2024-01-01,IN,desktop,direct,45-54,pauljones@example.org
95,2024-01-01,IN,mobile,referral,35-44,hardinrachel@example.net
96,2024-05-15,FR,mobile,paid_search,45-54,kim76@example.net
97,2024-05-03,US,mobile,direct,18-24,omitchell@example.org
98,2024-01-01,AE,desktop,paid_search,55+,dianaadams@example.com
99,2024-06-11,IN,desktop,direct,25-34,acostadaniel@example.net
100,2024-03-10,US,mobile,paid_search,55+,iwiggins@example.com
101,2024-06-28,AE,mobile,social_media,25-34,ralphjohns@example.net
102,2024-01-01,US,mobile,social_media,25-34,eric12@example.net
103,2024-06-22,IN,mobile,paid_search,18-24,bishopsheila@example.com
104,2024-01-01,US,mobile,organic_search,55+,paulbaldwin@example.org
105,2024-01-09,IN,mobile,paid_search,55+,robert42@example.com
106,2024-01-01,IN,mobile,paid_search,25-34,osbornpamela@example.com
107,2024-01-01,DE,desktop,email,25-34,whitekelly@example.net
108,2024-01-01,US,mobile,email,55+,davidwise@example.com
109,2024-05-05,US,desktop,organic_search,25-34,dbaldwin@example.com
110,2024-01-05,US,desktop,social_media,35-44,michaelflores@example.org
111,2024-01-01,BR,mobile,email,25-34,david71@example.com
112,2024-05-26,SG,mobile,direct,55+,jamie52@example.net
113,2024-01-01,IN,mobile,organic_search,18-24,stevensonemma@example.com
114,2024-01-01,BR,mobile,direct,45-54,stanley95@example.org
115,2024-03-12,US,mobile,organic_search,25-34,eric03@example.org
116,2024-04-18,BR,desktop,organic_search,55+,pbarnes@example.com
117,2024-02-03,CA,mobile,organic_search,55+,smithelizabeth@example.net
118,2024-01-15,IN,mobile,direct,45-54,doylechristine@example.org
119,2024-01-01,UK,desktop,referral,18-24,brandonaguirre@example.net
120,2024-01-01,CA,desktop,organic_search,25-34,deborah35@example.com
121,2024-01-01,UK,desktop,paid_search,55+,jimmy95@example.net
122,2024-03-01,US,desktop,email,45-54,rperkins@example.org
123,2024-01-01,AU,tablet,email,55+,watsonnoah@example.org
124,2024-06-07,FR,desktop,organic_search,25-34,calvinmills@example.com
125,2024-05-31,US,desktop,organic_search,18-24,alvarezdarlene@example.org
126,2024-01-01,FR,mobile,direct,35-44,daviderickson@example.net
127,2024-02-14,US,mobile,email,35-44,jespinoza@example.com
128,2024-03-17,UK,mobile,social_media,45-54,tpierce@example.net
129,2024-01-01,CA,desktop,organic_search,55+,yedwards@example.com
130,2024-04-30,BR,tablet,social_media,35-44,angelaunderwood@example.net
131,2024-04-25,US,mobile,paid_search,45-54,rodneydunlap@example.com
132,2024-01-01,US,mobile,social_media,45-54,zjensen@example.com
133,2024-01-01,IN,mobile,paid_search,18-24,cabreramichael@example.org
134,2024-01-01,IN,mobile,paid_search,45-54,daviesjonathon@example.org
135,2024-04-11,US,desktop,organic_search,18-24,millertimothy@example.net
136,2024-01-27,SG,mobile,organic_search,55+,frodriguez@example.com
137,2024-02-26,IN,desktop,paid_search,45-54,hallchristian@example.com
138,2024-05-20,IN,desktop,organic_search,25-34,hho@example.org
139,2024-01-01,IN,mobile,organic_search,55+,normawilliams@example.org
140,2024-01-01,AU,desktop,organic_search,45-54,morrowjohn@example.com
141,2024-01-01,US,mobile,organic_search,18-24,martinnorman@example.org
142,2024-05-31,FR,mobile,email,55+,smithjeremy@example.com
143,2024-06-30,US,mobile,referral,25-34,brenda85@example.org
144,2024-02-23,UK,desktop,referral,55+,pshea@example.org
145,2024-01-01,SG,desktop,email,45-54,wmendoza@example.com
146,2024-01-01,BR,mobile,direct,35-44,christopher06@example.com
147,2024-01-01,FR,mobile,social_media,25-34,shannonbradford@example.org
148,2024-02-18,UK,desktop,social_media,55+,zmartinez@example.net
149,2024-01-14,IN,desktop,organic_search,25-34,hoffmanfrank@example.net
150,2024-04-22,IN,mobile,paid_search,35-44,angela38@example.com
151,2024-03-03,AU,mobile,paid_search,25-34,brownbrittney@example.net
152,2024-03-14,BR,desktop,referral,35-44,nathanbullock@example.com
153,2024-01-01,SG,mobile,social_media,45-54,ebonilla@example.com
154,2024-01-01,DE,mobile,social_media,25-34,christinahayden@example.com
155,2024-01-01,IN,tablet,paid_search,45-54,trevorhernandez@example.org
156,2024-06-01,US,desktop,social_media,55+,richardedwards@example.net
157,2024-01-15,BR,mobile,direct,45-54,villegasrebecca@example.net
158,2024-04-07,US,desktop,social_media,35-44,deborahhayes@example.com
159,2024-01-01,DE,mobile,organic_search,18-24,alexis97@example.net
160,2024-02-17,US,desktop,organic_search,35-44,jonesdawn@example.com
161,2024-01-01,US,desktop,organic_search,55+,turnerjoseph@example.org
162,2024-01-31,UK,mobile,organic_search,18-24,cunninghamjeremiah@example.net
163,2024-05-12,SG,mobile,organic_search,55+,loribarrera@example.com
164,2024-01-01,US,mobile,paid_search,18-24,jamesfrank@example.net
165,2024-02-28,AE,mobile,organic_search,45-54,jennifer48@example.net
166,2024-01-01,BR,desktop,referral,35-44,nguyenbrandy@example.org
167,2024-02-23,SG,desktop,paid_search,45-54,petersonscott@example.com
168,2024-01-01,US,mobile,social_media,35-44,pwiggins@example.org
169,2024-01-01,BR,mobile,organic_search,55+,jennifer73@example.com
170,2024-06-20,DE,tablet,direct,45-54,debrajohnson@example.net
171,2024-01-01,DE,desktop,direct,25-34,silvakristin@example.net
172,2024-05-25,US,desktop,email,25-34,tannerdeleon@example.org
173,2024-05-21,US,mobile,organic_search,45-54,haley84@example.net
174,2024-01-01,UK,mobile,organic_search,35-44,peter94@example.net
175,2024-01-01,DE,desktop,organic_search,55+,scottmichael@example.net
176,2024-01-08,UK,tablet,direct,35-44,ksmith@example.com
177,2024-03-07,BR,desktop,direct,18-24,ltaylor@example.org
178,2024-02-29,BR,desktop,referral,45-54,jerry74@example.org
179,2024-04-15,IN,mobile,organic_search,55+,todd84@example.com
180,2024-01-01,IN,mobile,social_media,55+,christopherowens@example.com
181,2024-01-16,FR,tablet,organic_search,25-34,gregorycampbell@example.net
182,2024-03-02,US,mobile,social_media,55+,stewartjoseph@example.com
183,2024-01-01,CA,mobile,paid_search,35-44,hannahburton@example.org
184,2024-06-01,IN,desktop,referral,35-44,diazmegan@example.net
185,2024-03-13,US,desktop,social_media,45-54,lindsaybest@example.net
186,2024-02-22,IN,tablet,email,55+,dbyrd@example.com
187,2024-02-04,CA,mobile,direct,18-24,debbie24@example.net
188,2024-03-11,CA,tablet,organic_search,35-44,phillip60@example.net
189,2024-01-01,IN,tablet,direct,18-24,eshelton@example.com
190,2024-06-20,IN,tablet,social_media,18-24,taylorkristin@example.com
191,2024-01-24,US,tablet,referral,45-54,dcook@example.com
192,2024-01-01,AU,mobile,social_media,18-24,kmcgee@example.org
193,2024-01-01,DE,desktop,organic_search,55+,cameronlawrence@example.net
194,2024-01-01,US,mobile,organic_search,25-34,christine06@example.org
195,2024-01-01,IN,desktop,direct,18-24,lturner@example.net
196,2024-01-01,SG,desktop,organic_search,35-44,youngmary@example.net
197,2024-01-01,US,mobile,organic_search,35-44,hernandezkatherine@example.com
198,2024-01-01,CA,desktop,organic_search,25-34,patrickstacey@example.org
199,2024-02-05,UK,mobile,paid_search,35-44,cynthiaburke@example.org
200,2024-03-23,CA,mobile,organic_search,55+,martinezamber@example.net
201,2024-01-01,DE,tablet,social_media,35-44,wthompson@example.org
202,2024-02-24,CA,desktop,referral,45-54,mcdowellsophia@example.com
203,2024-02-08,AU,mobile,direct,18-24,brenda13@example.net
204,2024-01-01,IN,desktop,organic_search,55+,bzamora@example.net
205,2024-05-24,CA,mobile,paid_search,55+,billywoods@example.com
206,2024-04-01,US,mobile,paid_search,18-24,powellmichael@example.com
207,2024-06-04,CA,mobile,email,25-34,ubrown@example.com
208,2024-02-10,IN,desktop,paid_search,45-54,shunter@example.org
209,2024-01-25,IN,desktop,paid_search,35-44,bellrobyn@example.org
210,2024-01-12,BR,mobile,paid_search,18-24,toddlowe@example.org
211,2024-01-01,US,desktop,email,25-34,amberfowler@example.org
212,2024-04-14,US,tablet,social_media,18-24,brian62@example.com
213,2024-01-31,IN,mobile,email,18-24,adamgoodwin@example.org
214,2024-01-01,CA,desktop,social_media,25-34,ijones@example.org
215,2024-01-01,CA,desktop,organic_search,55+,joshua87@example.net
216,2024-01-09,US,desktop,organic_search,45-54,lambjerome@example.com
217,2024-04-17,BR,mobile,social_media,55+,stokesnicole@example.org
218,2024-01-01,CA,mobile,email,18-24,jonathan80@example.net
219,2024-01-01,US,mobile,referral,35-44,zjackson@example.org
220,2024-01-01,US,desktop,social_media,18-24,gary69@example.org
221,2024-01-01,DE,tablet,organic_search,55+,danafitzgerald@example.org
222,2024-01-01,IN,mobile,organic_search,35-44,amanda23@example.org
223,2024-01-01,DE,mobile,organic_search,18-24,andreaparker@example.org
224,2024-01-01,US,mobile,social_media,35-44,gonzalezrobert@example.net
225,2024-02-16,AU,mobile,paid_search,35-44,snyderanthony@example.org
226,2024-01-01,DE,desktop,paid_search,35-44,tracy59@example.org
227,2024-06-16,AU,mobile,social_media,18-24,mary20@example.com
228,2024-01-01,IN,mobile,organic_search,35-44,kwells@example.com
229,2024-01-01,DE,mobile,paid_search,18-24,johnsontabitha@example.org
230,2024-01-01,UK,mobile,organic_search,55+,smyers@example.com
231,2024-06-29,US,mobile,social_media,35-44,laura68@example.com
232,2024-01-01,IN,mobile,paid_search,45-54,susan11@example.org
233,2024-01-01,SG,mobile,social_media,45-54,haleyowens@example.org
234,2024-01-01,US,desktop,paid_search,55+,cherylorozco@example.net
235,2024-02-25,FR,tablet,organic_search,18-24,rachel45@example.org
236,2024-01-01,IN,mobile,organic_search,35-44,gmcdaniel@example.org
237,2024-01-01,US,mobile,organic_search,18-24,rachel33@example.com
238,2024-04-01,UK,tablet,paid_search,25-34,krystal39@example.org
239,2024-01-01,US,desktop,organic_search,25-34,morrisalexandra@example.net
240,2024-06-04,US,tablet,social_media,45-54,lawrence69@example.net
241,2024-04-18,DE,mobile,referral,55+,shawnclark@example.org
242,2024-05-29,CA,mobile,direct,35-44,angelaparker@example.org
243,2024-01-01,IN,mobile,social_media,35-44,glen84@example.com
244,2024-05-02,US,mobile,paid_search,45-54,harrislauren@example.net
245,2024-01-01,US,mobile,organic_search,18-24,susanriley@example.net
246,2024-05-14,CA,desktop,social_media,18-24,matthew91@example.net
247,2024-02-20,AE,mobile,organic_search,55+,marythompson@example.com
248,2024-03-04,UK,tablet,paid_search,35-44,gmccann@example.org
249,2024-01-01,UK,desktop,organic_search,45-54,michaelmartin@example.net
250,2024-02-14,UK,mobile,paid_search,35-44,herringjacob@example.org
251,2024-01-19,IN,desktop,social_media,35-44,wolfebrandon@example.com
252,2024-01-01,IN,mobile,paid_search,35-44,ellensimmons@example.com
253,2024-06-05,BR,mobile,organic_search,18-24,gilmorechad@example.com
254,2024-04-28,AU,tablet,paid_search,45-54,westdaniel@example.org
255,2024-01-01,CA,tablet,paid_search,45-54,kmiller@example.com
256,2024-05-29,FR,mobile,social_media,55+,dianegreene@example.com
257,2024-01-01,CA,mobile,paid_search,35-44,catherine48@example.com
258,2024-01-01,US,desktop,referral,45-54,wallacemichael@example.com
259,2024-01-01,US,desktop,organic_search,18-24,martinezkeith@example.net
260,2024-03-20,DE,mobile,direct,18-24,pwalker@example.net
261,2024-06-07,IN,mobile,organic_search,45-54,adamschristina@example.net
262,2024-01-01,US,mobile,email,25-34,riverajason@example.com
263,2024-02-14,US,desktop,email,45-54,annakennedy@example.org
264,2024-05-12,US,mobile,paid_search,55+,hsmith@example.com
265,2024-01-01,IN,mobile,paid_search,25-34,jensengregory@example.net
266,2024-01-09,AU,mobile,paid_search,35-44,ianward@example.com
267,2024-01-16,UK,mobile,organic_search,25-34,hrodriguez@example.net
268,2024-05-09,US,desktop,social_media,35-44,aadams@example.org
269,2024-04-13,BR,mobile,social_media,18-24,randall08@example.com
270,2024-01-01,US,desktop,paid_search,55+,johnsonnancy@example.net
271,2024-01-01,FR,desktop,direct,45-54,danaklein@example.com
272,2024-01-01,BR,mobile,paid_search,35-44,jwoods@example.net
273,2024-01-01,IN,desktop,organic_search,35-44,nicholegibson@example.org
274,2024-01-01,FR,mobile,email,25-34,cmoreno@example.net
275,2024-01-01,US,mobile,email,25-34,jamesbowman@example.com
276,2024-06-30,IN,mobile,direct,18-24,daniel58@example.net
277,2024-01-01,US,desktop,referral,55+,bmay@example.com
278,2024-03-31,IN,mobile,organic_search,18-24,morganhancock@example.net
279,2024-01-01,US,mobile,social_media,18-24,gmoss@example.org
280,2024-01-01,FR,mobile,social_media,55+,tmiller@example.org
281,2024-04-24,US,desktop,paid_search,55+,katherinewilliams@example.com
282,2024-01-01,US,mobile,social_media,18-24,denise03@example.com
283,2024-03-29,BR,desktop,social_media,55+,monicafoster@example.org
284,2024-03-20,UK,desktop,paid_search,45-54,hmcbride@example.com
285,2024-01-12,US,desktop,email,35-44,angelica21@example.net
286,2024-01-01,DE,mobile,email,35-44,tonyaperez@example.com
287,2024-01-01,US,mobile,direct,25-34,joelrichardson@example.org
288,2024-06-19,IN,mobile,social_media,25-34,pamelaharris@example.org
289,2024-01-01,AU,tablet,organic_search,25-34,woodsjoy@example.net
290,2024-01-01,FR,mobile,paid_search,35-44,raymondjensen@example.net
291,2024-03-24,IN,mobile,paid_search,18-24,bryansmith@example.org
292,2024-05-31,US,desktop,email,35-44,tiffany51@example.net
293,2024-01-01,US,desktop,direct,45-54,erica22@example.org
294,2024-01-18,IN,desktop,email,35-44,katelynmontgomery@example.net
295,2024-03-26,US,desktop,paid_search,45-54,vaguirre@example.org
296,2024-05-08,BR,desktop,paid_search,18-24,woodthomas@example.org
297,2024-01-01,IN,desktop,paid_search,45-54,kathrynyoung@example.com
298,2024-01-01,AU,desktop,organic_search,35-44,thomaszachary@example.org
299,2024-05-14,BR,desktop,referral,18-24,mclaughlinkrista@example.com
300,2024-01-01,AU,mobile,social_media,25-34,fharris@example.net
301,2024-01-01,US,mobile,email,18-24,amason@example.com
302,2024-01-01,US,mobile,paid_search,45-54,thill@example.com
303,2024-04-20,US,desktop,paid_search,35-44,vgonzales@example.com
304,2024-01-11,IN,desktop,organic_search,35-44,raymondanderson@example.com
305,2024-01-24,IN,desktop,referral,18-24,preston83@example.com
306,2024-01-01,UK,desktop,social_media,35-44,austinhartman@example.net
307,2024-01-01,AU,desktop,social_media,45-54,jguzman@example.org
308,2024-01-01,US,mobile,paid_search,45-54,brandonday@example.org
309,2024-01-01,FR,tablet,referral,35-44,shirleyolsen@example.com
310,2024-01-01,UK,desktop,paid_search,25-34,harringtongeorge@example.net
311,2024-06-27,CA,mobile,social_media,18-24,angelica07@example.com
312,2024-01-01,FR,desktop,paid_search,35-44,smartin@example.org
313,2024-04-13,UK,mobile,referral,25-34,rebeccasmith@example.net
314,2024-05-13,AE,desktop,paid_search,45-54,cjackson@example.org
315,2024-03-30,IN,mobile,social_media,25-34,michelle12@example.com
316,2024-01-01,CA,mobile,email,35-44,carolyn46@example.org
317,2024-01-01,SG,mobile,social_media,25-34,randy74@example.com
318,2024-01-01,IN,tablet,organic_search,18-24,johnsonjohn@example.com
319,2024-03-26,US,desktop,paid_search,25-34,alexander40@example.net
320,2024-01-01,BR,mobile,paid_search,18-24,zcampbell@example.com
321,2024-01-01,US,tablet,organic_search,35-44,yjones@example.com
322,2024-05-14,UK,mobile,organic_search,55+,deborah10@example.net
323,2024-01-01,US,mobile,direct,35-44,wadeheather@example.com
324,2024-04-18,US,mobile,organic_search,55+,james16@example.com
325,2024-01-01,CA,mobile,paid_search,18-24,dale06@example.com
326,2024-03-15,AE,mobile,social_media,35-44,williamsonrichard@example.com
327,2024-03-08,US,mobile,paid_search,45-54,johnsonapril@example.net
328,2024-01-01,AU,desktop,paid_search,45-54,annette71@example.com
329,2024-01-01,IN,desktop,direct,35-44,rroberts@example.com
330,2024-01-01,BR,desktop,paid_search,55+,barneskyle@example.net
331,2024-01-01,IN,mobile,organic_search,25-34,qsmith@example.org
332,2024-01-01,US,desktop,paid_search,55+,courtney95@example.net
333,2024-02-04,US,mobile,organic_search,35-44,ggonzales@example.com
334,2024-04-25,DE,desktop,organic_search,55+,margaret29@example.com
335,2024-02-29,UK,desktop,organic_search,45-54,jonathanyoung@example.net
336,2024-03-19,IN,desktop,social_media,18-24,plewis@example.org
337,2024-01-01,US,mobile,direct,45-54,velasquezryan@example.com
338,2024-01-01,UK,mobile,paid_search,35-44,ucook@example.org
339,2024-01-08,DE,desktop,paid_search,55+,michael69@example.com
340,2024-04-17,US,mobile,organic_search,55+,parkmichael@example.net
341,2024-02-20,DE,desktop,referral,55+,edward89@example.org
342,2024-01-01,US,desktop,paid_search,35-44,williamlane@example.org
343,2024-04-15,BR,mobile,organic_search,55+,brandihunt@example.org
344,2024-01-26,UK,desktop,organic_search,35-44,glennbrown@example.org
345,2024-03-03,UK,desktop,direct,25-34,lisa11@example.com
346,2024-01-01,BR,desktop,paid_search,55+,tracy99@example.com
347,2024-01-01,CA,mobile,social_media,45-54,kathrynzamora@example.com
348,2024-04-18,US,mobile,paid_search,18-24,suttonsheryl@example.org
349,2024-02-03,CA,mobile,email,18-24,franklinjessica@example.org
350,2024-05-05,IN,tablet,email,55+,karendavis@example.net
351,2024-04-25,US,desktop,paid_search,55+,xgreen@example.org
352,2024-05-22,DE,mobile,paid_search,25-34,timothywang@example.net
353,2024-01-01,UK,mobile,organic_search,45-54,jasonhansen@example.com
354,2024-01-01,IN,mobile,organic_search,55+,carpenterjohn@example.com
355,2024-05-13,BR,mobile,email,18-24,xblair@example.com
356,2024-06-30,US,desktop,paid_search,45-54,cclarke@example.net
357,2024-03-30,IN,tablet,paid_search,55+,masseywilliam@example.com
358,2024-01-01,UK,mobile,direct,35-44,jenniferross@example.com
359,2024-05-12,UK,tablet,organic_search,35-44,michael46@example.com
360,2024-01-01,BR,tablet,email,25-34,donnasmith@example.net
361,2024-06-22,AU,desktop,paid_search,35-44,reedmitchell@example.net
362,2024-01-01,US,mobile,paid_search,45-54,danielhoffman@example.org
363,2024-01-01,BR,mobile,paid_search,35-44,patriciamoss@example.net
364,2024-01-01,IN,mobile,organic_search,45-54,shane83@example.com
365,2024-01-01,US,mobile,referral,35-44,robertwalsh@example.org
366,2024-01-01,US,mobile,organic_search,18-24,nunezclaire@example.net
367,2024-06-11,AE,desktop,organic_search,18-24,michaelrivera@example.com
368,2024-02-01,IN,mobile,email,25-34,englishheather@example.net
369,2024-01-01,BR,tablet,organic_search,45-54,emily87@example.com
370,2024-03-05,CA,mobile,paid_search,35-44,lauriewilliamson@example.com
371,2024-05-30,US,mobile,social_media,25-34,elizabeth24@example.net
372,2024-04-03,DE,mobile,organic_search,25-34,vcampbell@example.org
373,2024-02-03,AE,desktop,direct,45-54,matthew65@example.org
374,2024-03-14,US,mobile,direct,35-44,traceynunez@example.com
375,2024-01-01,US,mobile,organic_search,35-44,lisa55@example.net
376,2024-01-01,IN,mobile,social_media,25-34,russelljohn@example.net
377,2024-03-19,IN,desktop,organic_search,25-34,kpatel@example.org
378,2024-02-24,CA,mobile,organic_search,35-44,vwells@example.net
379,2024-01-01,UK,mobile,organic_search,45-54,jamie18@example.com
380,2024-02-08,UK,desktop,social_media,25-34,xsanders@example.net
381,2024-01-01,IN,tablet,organic_search,45-54,brandonpotts@example.com
382,2024-01-01,IN,desktop,paid_search,55+,shelby01@example.org
383,2024-04-23,US,mobile,email,18-24,gardnercynthia@example.com
384,2024-06-10,US,desktop,paid_search,55+,pamela22@example.org
385,2024-06-29,DE,mobile,social_media,35-44,jjordan@example.org
386,2024-01-09,CA,desktop,organic_search,25-34,james25@example.net
387,2024-02-22,DE,mobile,paid_search,55+,ibailey@example.com
388,2024-03-02,DE,mobile,direct,25-34,james30@example.com
389,2024-06-17,DE,mobile,organic_search,45-54,rmurphy@example.com
390,2024-03-31,AU,desktop,social_media,18-24,alisha04@example.com
391,2024-04-10,AE,desktop,social_media,25-34,amanda75@example.org
392,2024-01-01,SG,mobile,email,55+,bassbrittany@example.org
393,2024-03-11,US,mobile,direct,45-54,hurstmaurice@example.org
394,2024-01-01,UK,mobile,organic_search,45-54,carloselliott@example.com
395,2024-06-13,FR,mobile,paid_search,18-24,browndiane@example.org
396,2024-01-01,UK,desktop,paid_search,18-24,cpayne@example.net
397,2024-04-07,BR,tablet,organic_search,45-54,kathrynchristian@example.com
398,2024-01-01,US,desktop,organic_search,45-54,vnguyen@example.org
399,2024-01-12,BR,desktop,direct,45-54,mark45@example.net
400,2024-01-13,US,tablet,direct,25-34,shawn85@example.org
401,2024-06-03,SG,desktop,referral,45-54,amber54@example.org
402,2024-03-31,US,tablet,direct,18-24,uchavez@example.net
403,2024-01-01,IN,mobile,paid_search,45-54,rmcdonald@example.net
404,2024-01-01,US,desktop,organic_search,18-24,lboyd@example.org
405,2024-01-01,FR,mobile,email,18-24,bobby35@example.net
406,2024-01-01,US,desktop,organic_search,55+,michaelsimpson@example.com
407,2024-06-13,AU,desktop,email,45-54,ysolis@example.com
408,2024-02-14,US,desktop,direct,18-24,cmartinez@example.org
409,2024-01-01,UK,desktop,direct,55+,johnsonapril@example.com
410,2024-01-01,UK,mobile,direct,25-34,kyle79@example.net
411,2024-01-01,SG,tablet,social_media,45-54,jennifer38@example.com
412,2024-01-01,US,mobile,social_media,25-34,bakermichele@example.net
413,2024-05-20,AU,mobile,organic_search,35-44,curtisphillips@example.org
414,2024-05-29,AU,mobile,paid_search,45-54,longomar@example.com
415,2024-01-30,US,desktop,email,45-54,pjohnson@example.com
